pH,TDS_ppm,Turbidity_NTU,Temperature_C,Label
8,480.4,2.98,22.82,Unsafe
7.5,737.9,5.42,24.07,Unsafe
7.25,503.7,4.42,23.82,Unsafe
8.02,397.9,2.69,23.19,Unsafe
7.64,861.4,4.3,23.9,Unsafe
7.4,532.7,1.89,23.23,Unsafe
7.68,497.4,2.75,23.86,Unsafe
8.02,585.7,3.8,23.78,Unsafe
7.87,529.4,0.61,23.16,Unsafe
7.11,826.5,1.16,23.48,Unsafe
7.69,424.3,2.28,23.51,Unsafe
7.22,568,3.18,23.45,Unsafe
7.13,517.5,2.06,23.41,Unsafe
8.04,498.7,3.74,23.5,Unsafe
7.19,459,4.14,23.15,Unsafe
7.5,438.1,1.22,22.92,Unsafe
7.5,764,1.47,23.95,Unsafe
7.29,724.8,4.04,23.68,Unsafe
7.12,838.9,5.24,24.06,Unsafe
7.56,559.3,3.05,23.74,Unsafe
7.51,577.5,4.01,23.47,Unsafe
7.18,557.9,0.45,24.8,Unsafe
7.3,688.9,1.29,23.85,Unsafe
8.04,568.9,1.93,23.7,Unsafe
7.64,412.5,3.34,24.13,Unsafe
7.86,742.5,3.82,24.06,Unsafe
7.49,634.2,2.23,23.98,Unsafe
7.15,548.3,1.8,23.53,Unsafe
8.14,645.5,2.04,24.28,Unsafe
7.44,819.1,2.79,24.45,Unsafe
8.09,784.6,2.22,23.47,Unsafe
7.87,628,3.48,24.56,Unsafe
7.79,873.2,1.21,24.58,Unsafe
7.28,716.3,2.08,24.5,Unsafe
7.94,467.5,1.99,24.02,Unsafe
7.23,425.6,2.3,23.98,Unsafe
7.28,810.4,3.31,24.71,Unsafe
8.3,623,3.6,23.5,Unsafe
7.55,619.7,0,24.5,Unsafe
7.44,584.3,3.19,23.55,Unsafe
7.37,853.2,2.13,24.28,Unsafe
7.41,776.6,2.22,24.58,Unsafe
7.49,759.4,4.45,24.61,Unsafe
7.64,837.1,4.07,24.78,Unsafe
7.84,689.2,5.29,23.81,Unsafe
7.54,651.6,2.04,23.11,Unsafe
7.85,677.5,2.77,23.68,Unsafe
7.91,835,4.45,24.09,Unsafe
7.46,564.9,3.42,23.38,Unsafe
7.43,755.7,2.55,23.73,Unsafe
7.91,675.9,2.59,23.4,Unsafe
7.24,804.2,2.5,24.03,Unsafe
7.55,660.8,1.47,24.6,Unsafe
8.2,444.7,3.86,23.78,Unsafe
7.59,424.1,2.07,23.6,Unsafe
7.73,704.2,5.02,23.42,Unsafe
8.07,595.5,0.99,23.73,Unsafe
7.19,666.6,3.86,24.28,Unsafe
7.18,471.8,5.22,24.25,Unsafe
8.06,522.8,3.83,24.11,Unsafe
7.84,678.1,1.84,22.84,Unsafe
8.03,666,1.05,23.86,Unsafe
7.18,602,0.78,24.18,Unsafe
8.01,803.6,1.33,24.84,Unsafe
7.16,467.6,3.58,23.94,Unsafe
8.02,438.5,1.96,24.7,Unsafe
8.17,861.9,2.55,23.98,Unsafe
8.14,775.5,4.78,23.51,Unsafe
7.49,582.2,2.53,23.58,Unsafe
7.47,627.8,0.73,24.52,Unsafe
7.44,904,1.49,23.86,Unsafe
7.19,470.2,2.27,23.99,Unsafe
7.24,725.3,4.61,24.13,Unsafe
7.05,647.7,3.43,23.98,Unsafe
7.4,880.2,2.4,23.91,Unsafe
8.04,533.9,2.23,24.32,Unsafe
8.1,863.2,2.95,23.71,Unsafe
8.2,760.5,0.36,25.23,Unsafe
7.45,481.9,4.42,24.41,Unsafe
7.47,532.9,4.48,24.99,Unsafe
7.93,842.5,2.51,24.74,Unsafe
7.68,584.4,3.35,25.49,Unsafe
7.22,592.3,1.99,25.07,Unsafe
7.89,825.6,0.86,24.96,Unsafe
7.25,728.3,2.81,24.99,Unsafe
8.07,540,2.17,23.92,Unsafe
7.84,760.6,0.65,24.72,Unsafe
7.95,723.5,3.95,24.66,Unsafe
7.62,883.4,3.1,24.21,Unsafe
8.32,645.1,4.31,24.08,Unsafe
8.16,749.5,1.45,24.8,Unsafe
7.6,789,3.76,24.37,Unsafe
8.13,888.1,1.28,23.55,Unsafe
8.22,658.7,5.19,25.4,Unsafe
7.19,423.5,4.22,25.47,Unsafe
8.15,904,2.4,24.34,Unsafe
7.82,418.1,4.39,25.45,Unsafe
7.7,782.7,2.24,24.36,Unsafe
8.14,531.7,4.48,24.68,Unsafe
7.27,556.4,2.49,24.9,Unsafe
7.34,778.9,3.68,23.98,Unsafe
7.85,553.1,2.81,23.73,Unsafe
8.19,782.7,1.87,25.44,Unsafe
8.21,409.2,4.04,23.67,Unsafe
7.41,565.1,5.38,24.96,Unsafe
8.22,588.2,2.86,25.87,Unsafe
7.71,739.3,2.24,23.34,Unsafe
7.24,440.5,0.95,24.86,Unsafe
7.69,890.3,2.37,24.57,Unsafe
8.14,451.2,4.47,24.91,Unsafe
7.54,618.2,1.7,25.03,Unsafe
7.34,576.4,3.39,24.8,Unsafe
7.39,447.5,1.68,24.81,Unsafe
7.52,554.9,2.98,23.7,Unsafe
8.25,625,0.43,24.68,Unsafe
7.21,552.3,2.63,24.88,Unsafe
7.46,549.6,3.79,24.6,Unsafe
7.24,617.3,1.65,25.32,Unsafe
7.83,552.7,3.3,23.77,Unsafe
8.03,547.3,4.33,23.84,Unsafe
7.96,619,3.45,23.89,Unsafe
8.02,714.9,1.46,24.42,Unsafe
7.7,703,0.43,24.32,Unsafe
7.43,716.8,3.47,24.26,Unsafe
7.73,407,0.97,24.17,Unsafe
7.87,511,4.09,24.29,Unsafe
7.19,620.1,2.87,24.65,Unsafe
8.09,547.5,3.01,24.34,Unsafe
7.36,689.3,2.18,24.32,Unsafe
8.12,468.4,3.92,24.76,Unsafe
7.72,774.9,0.58,24.56,Unsafe
7.26,625.2,1.01,23.77,Unsafe
8.13,736.5,1.29,23.96,Unsafe
7.2,439.9,2.1,24.31,Unsafe
7.34,490.8,2.04,24.34,Unsafe
7.42,737.3,0.06,24.23,Unsafe
7.78,554,4.99,23.78,Unsafe
7.53,635.1,2.95,25.76,Unsafe
7.47,487,3.15,24.69,Unsafe
8.11,740.1,1.57,25.51,Unsafe
7.91,660.3,1.82,24.01,Unsafe
8.14,527.9,4.67,24.93,Unsafe
8.19,892,1.36,25.12,Unsafe
7.6,687.6,4.13,24.53,Unsafe
7.9,526.6,2.41,25.56,Unsafe
7.57,811.6,3.63,25.54,Unsafe
7.49,619.8,4.16,24.82,Unsafe
7.72,680.5,0.48,25.03,Unsafe
7.97,451.9,1.73,25.65,Unsafe
7.22,895.9,3.44,25.51,Unsafe
7.47,836.9,0.35,23.71,Unsafe
7.49,404.7,1.5,24.59,Unsafe
7.64,481.9,0.76,25.36,Unsafe
8,558.2,1.14,24.71,Unsafe
7.71,862.4,1.23,25.24,Unsafe
7.4,846.3,3.95,25.57,Unsafe
7.67,542,3.62,24.57,Unsafe
7.64,599.4,0.21,25.39,Unsafe
7.18,624.7,2.89,25.02,Unsafe
8.11,770.1,4.28,24.98,Unsafe
7.82,475.9,2.12,24.91,Unsafe
7.71,625.6,3.44,25.79,Unsafe
7.42,695.6,1.74,25.15,Unsafe
8.25,879.9,0.8,24.73,Unsafe
7.28,760.9,1.89,24.76,Unsafe
8.08,561,4.25,24.94,Unsafe
8.31,870.1,2.8,24.66,Unsafe
8.2,411.9,4.25,25.23,Unsafe
8.19,648.2,3.31,23.92,Unsafe
7.36,750.4,2.37,25.58,Unsafe
8.06,760.6,4.09,25.22,Unsafe
7.86,413.6,0.74,25.36,Unsafe
8.16,768.4,1.47,25.24,Unsafe
7.55,467.9,2.01,24.89,Unsafe
7.35,478.2,1.9,25.46,Unsafe
8.26,712.3,3.9,25.14,Unsafe
8.31,482.6,1.54,24.44,Unsafe
7.72,490.1,4.92,25.54,Unsafe
7.72,632.2,1.91,25.83,Unsafe
7.57,699.5,0.15,24.58,Unsafe
7.97,489.2,3.89,23.84,Unsafe
7.97,755.9,4.39,24.65,Unsafe
7.4,725.1,5.44,24.66,Unsafe
8.05,424.4,1.28,25.28,Unsafe
7.87,575.1,4.43,25.5,Unsafe
8.3,408.5,2.41,25.06,Unsafe
7.35,559.9,3.19,24.94,Unsafe
7.74,764.5,3.7,24.85,Unsafe
7.77,699.9,0.69,24.87,Unsafe
7.72,752.2,4.52,24.46,Unsafe
7.19,569.3,4.46,25.28,Unsafe
7.75,763,4.97,24.34,Unsafe
7.21,451.6,4.51,24.68,Unsafe
7.18,812.4,3.75,24.79,Unsafe
7.72,494.2,3.46,26.03,Unsafe
7.44,593.9,0.8,25.22,Unsafe
7.78,512.4,2.12,25.59,Unsafe
7.73,857.8,4.68,24.84,Unsafe
7.18,894.5,4.65,25.75,Unsafe
7.89,813,0.49,25.6,Unsafe
8.05,525.3,1.47,25.49,Unsafe
7.37,743.6,3.56,25.26,Unsafe
7.39,421.8,5.39,25.66,Unsafe
8.01,778.6,2.59,25.88,Unsafe
8.14,604.9,4.71,25.04,Unsafe
7.33,572.1,1.47,25.15,Unsafe
8.32,777.4,1.83,25.34,Unsafe
7.52,711.6,1.77,26.21,Unsafe
7.68,601.8,1.76,25.8,Unsafe
8.03,899.9,4.31,25.21,Unsafe
7.25,592.6,0,25.49,Unsafe
8.31,854.2,2.41,26.41,Unsafe
7.37,554.5,0.35,25.88,Unsafe
7.83,494.9,3.17,24.99,Unsafe
8.19,873.5,2.59,26.25,Unsafe
7.22,896.6,2.76,24.96,Unsafe
8.28,790.9,2.83,24.36,Unsafe
8.09,824.7,0.52,25.34,Unsafe
7.36,397.8,3.45,24.67,Unsafe
7.48,887.3,0.49,25.82,Unsafe
7.72,661.5,3.24,26,Unsafe
8.14,509.5,5.88,25.41,Unsafe
8.29,470.4,0.68,25.1,Unsafe
7.15,471.3,2.11,26.12,Unsafe
7.56,414.4,3.34,25.99,Unsafe
7.14,477.1,3.07,26.16,Unsafe
8.28,503.6,2.98,24.49,Unsafe
7.74,463.7,3.19,25.17,Unsafe
7.93,831.1,0.89,25.28,Unsafe
7.41,543.7,4.58,25.83,Unsafe
7.47,657,2.38,25.7,Unsafe
8.02,791.9,4.92,25.4,Unsafe
8.26,431.9,3.35,25.92,Unsafe
8.04,820.6,2.21,26.36,Unsafe
7.85,820.4,1.5,25.91,Unsafe
7.82,778.9,0.09,25.69,Unsafe
7.94,453.7,2.85,24.82,Unsafe
8.09,576,3.75,26.03,Unsafe
7.41,611,4.28,25.49,Unsafe
7.98,541.4,1.13,26.23,Unsafe
7.7,740.6,4.16,24.66,Unsafe
7.26,478.6,0,25.57,Unsafe
7.37,411.3,0.12,25.91,Unsafe
8.01,863.1,3.84,25.25,Unsafe
7.79,482.6,2.79,25.35,Unsafe
7.96,637,0.11,24.74,Unsafe
7.92,731.4,3.31,25.57,Unsafe
7.25,749.8,3.5,25.33,Unsafe
7.89,752,4.13,25.18,Unsafe
8.22,526.2,1.17,25.7,Unsafe
7.11,534.9,4.49,26.42,Unsafe
7.35,806.2,2.95,25.76,Unsafe
8.13,721.7,2.88,26.09,Unsafe
7.19,711.9,3.45,25.64,Unsafe
7.76,577,2.82,25.32,Unsafe
7.68,642.6,0.28,25.79,Unsafe
7.89,507.2,3.41,26.3,Unsafe
8.2,548.5,4.48,25.75,Unsafe
7.35,409.8,0.7,26.11,Unsafe
7.21,481.9,0.92,25.29,Unsafe
7.32,833.3,2.11,26.06,Unsafe
8.11,821.8,2.06,26.4,Unsafe
7.41,431.2,3.36,25.57,Unsafe
7.65,526.5,5.31,25.77,Unsafe
7.28,830.1,3.96,26.37,Unsafe
7.25,596.7,1.48,26.26,Unsafe
7.62,528.3,2.09,26.35,Unsafe
7.86,479,2.9,25.72,Unsafe
8.02,469,4.27,26.8,Unsafe
7.87,779.3,2.41,26.23,Unsafe
8.03,408.8,3.35,25.74,Unsafe
7.23,671.1,4.47,25.54,Unsafe
8.3,651,4.41,25.24,Unsafe
7.86,494.3,4.86,25.21,Unsafe
7.97,643.4,1.93,26.62,Unsafe
8,471,2.41,26.2,Unsafe
7.78,478.3,1,27,Unsafe
7.82,857.8,0.71,26.6,Unsafe
7.45,857.5,2.79,26.24,Unsafe
7.98,754.6,4.02,25.53,Unsafe
8.15,813.3,3.51,25.93,Unsafe
8.13,621.3,3.3,25.75,Unsafe
7.21,478.4,4.2,26.14,Unsafe
7.38,462.8,0.47,25.42,Unsafe
7.82,730.6,2.3,26.39,Unsafe
7.7,533.7,2,25.82,Unsafe
8.21,830.3,1.68,26.13,Unsafe
7.47,571,4.59,25.1,Unsafe
7.63,673,2.01,25.77,Unsafe
7.97,424.9,4.37,25.7,Unsafe
7.73,566.1,2.38,25.47,Unsafe
7.71,846.9,2.19,26.05,Unsafe
7.84,478.5,1.77,25.41,Unsafe
7.25,866.3,2.87,25.53,Unsafe
7.84,757.2,0.93,25.01,Unsafe
7.43,675,1.8,25.47,Unsafe
7.34,855.1,1.37,25.85,Unsafe
8.03,532,2.48,26.03,Unsafe
8.05,800.7,4.49,25.36,Unsafe
7.78,547,3.78,25.93,Unsafe
8.2,649.9,1.18,25.42,Unsafe
8.02,608.7,4.52,25.95,Unsafe
7.44,650.5,1.34,26.2,Unsafe
7.45,681,4.61,27.02,Unsafe
8.04,738.1,1.72,24.77,Unsafe
8.05,816.9,3.94,26.53,Unsafe
7.85,704.3,3.34,25.22,Unsafe
7.98,709.9,0.5,25.81,Unsafe
7.36,696.1,3.2,26.11,Unsafe
7.87,575.2,3.75,24.96,Unsafe
7.32,422.4,2.84,26.29,Unsafe
7.87,537,4.87,26.59,Unsafe
7.33,848.9,0.64,25.27,Unsafe
7.8,434.6,1.39,25.85,Unsafe
7.4,668.3,2.23,25.15,Unsafe
7.33,438,1.53,26.07,Unsafe
7.33,503.4,0.52,26.03,Unsafe
7.13,839.5,4.96,26.59,Unsafe
7.74,423.6,3.83,26.26,Unsafe
7.48,475.2,2.82,27.02,Unsafe
7.44,734.1,3.27,26.83,Unsafe
7.21,704.7,2.35,26.1,Unsafe
7.39,799.9,2.6,26.39,Unsafe
7.68,847,3.58,26.46,Unsafe
7.89,708.2,0.51,26.6,Unsafe
7.54,777.2,2.37,26.68,Unsafe
7.81,719.8,1.36,25.62,Unsafe
7.22,462,0.78,26.41,Unsafe
7.31,753.3,2.96,26.29,Unsafe
7.95,767.8,2.58,26.73,Unsafe
8.11,416,2.62,26.62,Unsafe
7.42,429.8,1.9,26.24,Unsafe
8.13,573.2,3.83,27.15,Unsafe
7.67,517.5,1.46,26.59,Unsafe
7.87,463.9,1.93,27.55,Unsafe
7.21,688.5,1.64,27.02,Unsafe
7.72,673,2.99,25.98,Unsafe
7.28,528.8,3.14,26.82,Unsafe
8.25,571.1,4.07,26.6,Unsafe
7.2,418.3,1.62,25.87,Unsafe
7.4,560.1,1.92,26.32,Unsafe
8.23,720.8,2.47,26.98,Unsafe
7.68,688.3,1.71,26.54,Unsafe
7.68,743,0.35,26,Unsafe
7.16,524.8,2.54,26.94,Unsafe
7.58,433.1,1.49,26.62,Unsafe
7.96,858.3,4.75,26.59,Unsafe
7.99,873.6,3,26.85,Unsafe
7.38,520.2,4.42,26.48,Unsafe
8.16,480.5,0.74,26.24,Unsafe
7.88,873.6,5.31,25.74,Unsafe
7.72,739.1,2.64,26.21,Unsafe
7.6,415.5,2.68,26.09,Unsafe
7.39,639.2,3.98,27.11,Unsafe
7.45,501.1,2.95,26.93,Unsafe
8.1,870.8,3.68,26.66,Unsafe
7.25,595.4,4.54,26.87,Unsafe
7.24,593.5,4.94,26.32,Unsafe
7.34,486.3,3.96,26.92,Unsafe
7.29,843.7,3.7,26.77,Unsafe
7.47,715.9,2.46,26.6,Unsafe
8.1,692.4,5.17,27.04,Unsafe
7.9,439,0.87,26.31,Unsafe
7.78,671.4,1.55,26.56,Unsafe
8.04,485.1,4.21,26.55,Unsafe
7.41,501.3,2.24,26.72,Unsafe
7.23,581.1,1.44,26.13,Unsafe
7.66,785.6,3.47,26.49,Unsafe
7.36,412.9,3.37,26.12,Unsafe
7.47,766.1,2.88,26.24,Unsafe
8,408.6,3.86,26.47,Unsafe
8.06,449.8,0.57,25.79,Unsafe
8.2,727.9,1.19,26.28,Unsafe
7.35,594.8,2.17,27.12,Unsafe
8.02,638.4,0.67,26.22,Unsafe
8.17,418.1,4.32,26.59,Unsafe
7.67,653.4,2,26.32,Unsafe
8.2,611.4,3.89,27.03,Unsafe
8.05,809.8,0.15,27.45,Unsafe
7.47,455.9,1.03,26.85,Unsafe
8.08,736.6,1.73,26.89,Unsafe
7.24,744,3.49,27.6,Unsafe
7.38,581.7,1.09,26.06,Unsafe
8.3,486.4,3.19,27.07,Unsafe
7.73,460.4,3.43,27.19,Unsafe
8.11,450.2,1.38,27.3,Unsafe
7.18,730.4,2.16,26.42,Unsafe
8.15,684.2,2.02,27.36,Unsafe
7.98,703.9,3.51,27.34,Unsafe
7.86,803.8,2.43,26.97,Unsafe
8.08,775.4,0.54,26.9,Unsafe
7.64,527.6,3.99,27.14,Unsafe
8.28,849.1,2.22,27.1,Unsafe
7.95,702,4.09,27.72,Unsafe
7.41,763.4,0.82,26.35,Unsafe
7.62,801.7,1.68,26.36,Unsafe
7.45,481.3,3.23,27.4,Unsafe
7.55,861.8,3.54,26.87,Unsafe
8.08,789.6,2.29,26.46,Unsafe
7.28,453.4,4.85,26.95,Unsafe
7.26,825.9,1.1,27.42,Unsafe
7.68,698.2,2.61,26.2,Unsafe
8.08,495.2,2.17,27.22,Unsafe
7.85,707.1,1.91,26.48,Unsafe
7.8,667.2,4.65,27.29,Unsafe
7.62,854.9,0.34,27.77,Unsafe
7.67,834.7,4.78,27.34,Unsafe
7.69,888.9,3.95,27.13,Unsafe
7.41,835.4,1.96,26.96,Unsafe
7.39,606.2,5.14,26.43,Unsafe
7.68,509.6,4.07,26.71,Unsafe
8.32,823.7,2.72,27.07,Unsafe
7.05,858.1,1.46,26.91,Unsafe
7.66,560.4,4.96,25.88,Unsafe
7.34,751.9,2.91,26.78,Unsafe
8.04,539.2,0.2,26.57,Unsafe
7.88,552.1,1.68,26.84,Unsafe
7.91,513.8,3.78,26.9,Unsafe
7.67,420.6,2.11,26.53,Unsafe
7.22,522.1,2.74,26.6,Unsafe
7.36,424,1.99,27.42,Unsafe
7.29,508.5,4.86,27.12,Unsafe
7.7,432,2.95,26.67,Unsafe
7.84,516.4,1.43,28.35,Unsafe
7.67,577.4,3.04,26.48,Unsafe
7.23,730.5,1.54,26.74,Unsafe
8.1,865.8,4.31,27.09,Unsafe
8.17,833.1,4.71,27.65,Unsafe
7.24,776.4,4.37,26.36,Unsafe
8.15,428.4,3.52,27.08,Unsafe
8.25,824.3,0.39,26.78,Unsafe
7.3,734,2.94,25.6,Unsafe
7.75,741.9,1.51,27.46,Unsafe
8.04,522.5,2.49,26.92,Unsafe
7.38,688.7,2.4,27.12,Unsafe
7.36,661.2,4.33,27.46,Unsafe
7.42,447.1,3.62,26.76,Unsafe
7.81,688.3,5.52,28.22,Unsafe
8.21,794.1,5.37,26.63,Unsafe
8.16,692.2,4.39,27.55,Unsafe
7.87,457,2.5,26.94,Unsafe
7.24,557.4,2.12,27.06,Unsafe
7.21,663.5,2.5,27.11,Unsafe
7.15,872.1,1.45,27.23,Unsafe
7.83,565.7,2.32,26.42,Unsafe
7.81,787.7,3.91,27.15,Unsafe
7.77,817.9,0.87,27.19,Unsafe
7.25,528.6,0.85,28.08,Unsafe
7.72,599.4,4.52,27.12,Unsafe
7.35,728.3,4.19,26.97,Unsafe
7.4,694.6,2.46,27.68,Unsafe
7.77,851.3,3.62,27.75,Unsafe
7.98,768,0.82,27.96,Unsafe
8.09,411.8,2.18,27.39,Unsafe
7.24,774.9,3.63,27.67,Unsafe
7.49,511.9,2.26,27.41,Unsafe
7.23,513.7,4.03,27.69,Unsafe
7.6,547.2,3.63,26.89,Unsafe
8,901.2,0.97,26.66,Unsafe
7.42,576.6,2.67,28.8,Unsafe
7.47,652.5,2.1,27.99,Unsafe
7.1,415.6,2.49,27.77,Unsafe
7.88,484.9,2.83,28.03,Unsafe
8.15,416.4,2.19,27.73,Unsafe
7.86,630.5,0.83,27.02,Unsafe
7.46,595.2,4.39,28.16,Unsafe
7.76,641.6,2.25,27.81,Unsafe
7.9,492.2,0.74,27.55,Unsafe
8.2,852.5,3.21,27.22,Unsafe
7.55,697.9,3.77,26.96,Unsafe
7.94,654.5,2.05,28.1,Unsafe
7.69,634.6,3.04,27.48,Unsafe
8.24,750.7,3.63,27.51,Unsafe
7.64,511.4,1.48,28.47,Unsafe
7.26,814.5,4.03,27.58,Unsafe
7.51,789.8,1.83,27.49,Unsafe
7.53,702.7,1.78,27.98,Unsafe
7.69,431.4,1.8,27.65,Unsafe
7.49,419.8,1.76,28.44,Unsafe
7.91,624.1,3.34,27.51,Unsafe
8.28,567.5,1.79,27.05,Unsafe
7.54,468.8,3.21,27.79,Unsafe
8.07,711.6,1.2,27.4,Unsafe
7.15,482,4,27.61,Unsafe
7.69,899.3,0.48,28.1,Unsafe
7.27,561,5.44,26.97,Unsafe
7.39,591.4,4.48,27.29,Unsafe
7.23,686.2,2.01,26.99,Unsafe
8.05,825.1,1,27.76,Unsafe
8.26,650.8,3.98,27.52,Unsafe
7.84,456.7,0.62,27.94,Unsafe
7.31,509.7,4.55,26.65,Unsafe
7.7,626.2,1.91,26.17,Unsafe
8.27,516.2,1.99,27.29,Unsafe
7.29,522.6,3.31,27.49,Unsafe
7.63,489.6,0.74,26.91,Unsafe
7.26,529.5,4.81,28.18,Unsafe
7.79,811.2,5.07,28.68,Unsafe
7.99,696.5,0.6,28.09,Unsafe
7.62,704,3.75,27.98,Unsafe
8.02,445,2.01,27.66,Unsafe
8.19,820.8,1.46,27.88,Unsafe
7.73,567.8,2.43,28.39,Unsafe
7.66,559.6,1.56,27.71,Unsafe
7.22,510.7,3.6,27.83,Unsafe
8.25,879.8,1.61,27.01,Unsafe
8.18,784.1,1.51,28.07,Unsafe
8.12,790.3,2.52,27.86,Unsafe
7.53,498.3,3.03,27.52,Unsafe
7.59,417.9,2.33,27.77,Unsafe
7.78,676.7,4.33,27.2,Unsafe
7.51,727.3,1.65,28.05,Unsafe
7.53,753.5,2.62,26.63,Unsafe
7.7,702.1,4.36,28.1,Unsafe
8.16,649.5,2.32,28.04,Unsafe
8.07,586,3.66,28.12,Unsafe
7.13,753.3,3.65,27.87,Unsafe
8.07,507.1,3.43,28.84,Unsafe
7.96,464.9,2.26,28.14,Unsafe
7.59,713.4,4.44,27.74,Unsafe
7.44,672.7,3.4,28.32,Unsafe
8.28,413.9,2.81,28.01,Unsafe
7.31,861.7,2.2,28.55,Unsafe
7.3,451.8,0.49,28.05,Unsafe
7.51,528.9,4.92,26.99,Unsafe
7.93,794.1,3.31,28.13,Unsafe
7.77,636.8,3.55,27.89,Unsafe
7.42,895.4,2.62,27.13,Unsafe
7.29,878.2,2.16,28.48,Unsafe
8.14,486.8,2.52,28.75,Unsafe
8.12,787,4.93,27.47,Unsafe
7.61,480.1,4.26,27.88,Unsafe
7.95,808.7,4.47,28.01,Unsafe
7.06,582.5,2.11,28.07,Unsafe
8.1,517.6,3.5,28.52,Unsafe
7.38,599.6,3.23,27.98,Unsafe
7.75,728.7,0.91,28.3,Unsafe
7.66,653,2.78,27.97,Unsafe
7.12,711.9,2.25,27.96,Unsafe
7.43,580,4.02,28.04,Unsafe
7.39,795.9,0.86,28.42,Unsafe
7.7,858.6,1.64,28.09,Unsafe
8.14,555.4,4.01,27.88,Unsafe
7.45,557.5,4.28,28.47,Unsafe
7.72,473.5,4.66,27.53,Unsafe
7.12,399.3,3.08,28.2,Unsafe
8.04,483.5,4.17,28.14,Unsafe
7.92,510.4,2.76,28.44,Unsafe
7.57,486.6,1.97,28.32,Unsafe
7.22,881.4,1.08,28.36,Unsafe
7.07,816.3,4.76,27.75,Unsafe
7.48,753.3,4.53,28.2,Unsafe
8.06,498,3,27.48,Unsafe
8.27,882,5.24,28,Unsafe
8.09,406.3,2.34,28.32,Unsafe
7.26,481.5,4.93,28.31,Unsafe
7.73,774.6,2.26,28.28,Unsafe
8.27,813.4,4.81,27.37,Unsafe
8.15,568.6,3.72,28.05,Unsafe
7.43,684.4,1.35,26.72,Unsafe
7.57,479.6,4.17,26.33,Unsafe
7.87,587.8,1.83,28.06,Unsafe
8.26,679.5,3.49,27.87,Unsafe
7.99,737.7,2.53,27.68,Unsafe
8.05,533.2,1.47,28.51,Unsafe
7.66,884.2,3.94,26.6,Unsafe
7.95,402.5,2.99,27.98,Unsafe
7.77,896.5,0.9,27.69,Unsafe
7.88,809.9,0.56,28.31,Unsafe
8.03,848.1,3.71,27.3,Unsafe
7.25,528.3,2.61,27.13,Unsafe
7.92,693.6,1.52,27.01,Unsafe
7.81,536.9,0.13,27.61,Unsafe
7.28,864,5.74,27.11,Unsafe
7.93,746.5,1.13,27.04,Unsafe
7.89,601.2,1.52,27.84,Unsafe
7.64,495.9,4.34,27.88,Unsafe
7.54,873.8,1.6,27.91,Unsafe
7.39,590.5,1.38,28.17,Unsafe
7.58,539.9,2.44,26.82,Unsafe
8.26,793.8,4.22,27.13,Unsafe
7.33,773.8,3.44,27.66,Unsafe
8.29,766.4,0.95,27.35,Unsafe
8.1,494.1,1.65,27.71,Unsafe
8.23,615.1,3.88,27.27,Unsafe
8.35,455.9,4.4,26.78,Unsafe
8.28,812,0.66,27.54,Unsafe
8.2,555.6,4.52,27.28,Unsafe
8.14,707.9,1.55,27.46,Unsafe
7.92,574.2,1.2,26.93,Unsafe
7.64,605.4,3.55,27.05,Unsafe
7.28,837.2,1.98,27.31,Unsafe
8.21,489.6,1.34,27.61,Unsafe
8.23,599.6,3.62,26.63,Unsafe
7.66,546.6,1.51,28.3,Unsafe
7.2,806.9,5,27.49,Unsafe
7.55,464.8,1.16,27.79,Unsafe
7.63,452.6,0,27.34,Unsafe
7.25,799.5,1.48,28.16,Unsafe
7.94,569.5,4.85,27.68,Unsafe
7.41,405.4,1.29,27.5,Unsafe
7.55,612.1,0.28,28.29,Unsafe
7.47,714,1.33,27.24,Unsafe
7.79,867,4.63,27.02,Unsafe
7.47,539.4,3.53,27.65,Unsafe
8.12,752,0.88,28.74,Unsafe
7.44,421.9,3.24,26.84,Unsafe
7.25,463.5,1.16,27.67,Unsafe
7.9,529.2,1.94,27.08,Unsafe
7.4,693.5,1.3,27.95,Unsafe
7.99,509.3,3.79,27.94,Unsafe
7.78,513.7,2.59,27.16,Unsafe
8.12,636.6,4.29,27.59,Unsafe
8.3,544.4,2.77,27.56,Unsafe
7.75,590.6,2.25,27.78,Unsafe
7.68,532.9,0.95,27.94,Unsafe
7.5,575.4,4.08,27.25,Unsafe
7.43,456.5,1.93,26.12,Unsafe
7.91,604.7,3.2,26.34,Unsafe
7.83,699.5,4.73,27.42,Unsafe
7.79,665.8,1.38,27.23,Unsafe
7.87,753.8,5.01,26.57,Unsafe
7.63,892.1,3.74,27.51,Unsafe
8.08,720.5,3.73,28,Unsafe
7.54,613.6,0.59,26.93,Unsafe
7.25,557.1,1.87,27.76,Unsafe
8.1,626.2,0.31,26.97,Unsafe
8.2,495.4,0.91,26.63,Unsafe
7.37,400,5.41,26.57,Unsafe
7.26,773,4.23,26.91,Unsafe
7.11,742.5,4.43,26.8,Unsafe
7.92,591.2,0.22,27.12,Unsafe
7.68,654.5,3.88,27.42,Unsafe
7.93,455.2,4.23,27.8,Unsafe
7.84,849.2,3.55,26.5,Unsafe
7.74,411.1,4.37,27.3,Unsafe
7.13,813.6,1.8,27.69,Unsafe
7.64,851.8,1.51,27.08,Unsafe
7.36,867.4,3.04,26.61,Unsafe
8.02,472.6,4.7,27.43,Unsafe
7.64,545,3.48,27.7,Unsafe
7.26,797.7,2.07,27.6,Unsafe
8.12,423.2,0.64,27.47,Unsafe
